Choice,A_follower_count,A_following_count,A_listed_count,A_mentions_received,A_retweets_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_follower_count,B_following_count,B_listed_count,B_mentions_received,B_retweets_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3
1,265258,209,551,631.915946309,457.648549848,5.46098548773,0.100503358535,7.49812649824,2603,3.8263138278,506.692135669,219,148,8,0.758307370817,0.100503358535,0.100503358535,0.100503358535,0.100503358535,3,205.0,3922.66666667
1,723800,328,7257,1695.43019461,317.463664979,3.5810568194,1.85822627025,6.48408594887,5210,13.5984877127,1336.21361059,100151,31383,4679,286.941738381,37.7999641202,6.6636151376,0.100503358535,8.46420673503,758,120.195058518,4332.48504551
0,352126,499,4428,476.925046137,201.19920615,6.7102808036,0.100503358535,7.97454850173,1881,54.1995809324,4991.58983761,35420121,136440,243073,33169.806819,6627.82220971,0.100503358535,0.100503358535,0.100503358535,54819,17.6760845853,2006.1760494
1,4947410,112,26319,1774.21392717,830.899475371,0.100503358535,0.100503358535,0.100503358535,7321,26.5441936361,3068.02243677,85138,67047,5103,150.340456123,68.1173657547,5.48034897405,0.100503358535,71.8792737542,568,205.883275261,9580.39547038
1,356712,2070,2804,24.8239103521,4.46812603418,2.14440635704,0.605766716163,1.62703890732,92,258.255319149,8133.0,871652,140,13838,133.213344879,56.0277473134,2.62255029053,1.12116022334,2.62255029053,562,135.158450704,5187.5
0,127,36,2,0.100503358535,0.100503358535,0.100503358535,0.100503358535,0.34437519001,0,0.0,0.0,4491415,756,29876,4499.99625119,2206.57189762,26.9669247433,12.6282827226,29.0698219532,16646,22.7477263271,2206.42073352
0,26821,24787,144,8.14871982667,7.70747535703,1.05899281778,1.05899281778,42.4717126568,12,121.642857143,15764.2142857,96531,87,363,81.5617342573,43.3214649545,6.59024510976,2.3391332378,12.0896446122,296,9.20875420875,2112.07407407
0,41367,71,717,32.5496527385,16.5278458647,4.59073046229,1.58736518389,10.8323755103,122,14.9918699187,2044.91056911,322682,37601,22232,176.533715916,42.3302213798,6.84922722869,1.3450733981,4.35986544828,696,234.338068182,7168.46448864
0,2774790,20342,15836,5088.57716465,6.18308067892,0.810460607776,0.339522140564,1.08175730664,18549,4.78133906964,454.967894595,85138,67047,5103,150.340456123,68.1173657547,5.48034897405,0.100503358535,71.8792737542,568,205.883275261,9580.39547038
1,98788,2354,5610,385.79535532,172.183430066,8.3611127573,5.09220072691,10.7774189865,1330,61.6397331357,2080.33358043,26821,24787,144,8.14871982667,7.70747535703,1.05899281778,1.05899281778,42.4717126568,12,121.642857143,15764.2142857
1,57840,27137,5245,271.759860328,35.9558041591,13.0793877781,0.100503358535,12.6428812457,890,294.170731707,8733.9767184,158467,154157,1590,299.60787906,80.1902863889,0.100503358535,0.100503358535,0.100503358535,791,122.252801993,11514.8119552
0,1043,974,31,0.100503358535,0.100503358535,1.13426952429,0.100503358535,1.63734934712,0,0.0,0.0,125438,983,4074,55.1372659579,23.4461396366,2.25139829697,0.100503358535,7.2079084546,239,217.241666667,6466.73333333
0,45589,862,2641,148.854279232,36.998883856,27.8817679309,3.33349180419,23.8612817152,551,127.404293381,2833.84794275,1706188,402,12138,837.580052302,93.569848167,7.6212593663,2.6090599903,4.86627099055,2597,21.2891013384,1937.63938815
1,504004,3109,12772,311.8003107,142.633228932,4.4860901625,1.04940792319,4.8068233239,1280,48.5328185328,1554.48957529,49326,42259,1446,0.452339900339,0.275537618025,0.100503358535,0.100503358535,0.100503358535,2,43.0,1651.5
0,444,155,14,0.100503358535,0.100503358535,0.349326776018,0.100503358535,0.349326776018,0,0.0,0.0,236123,858,2794,77.1935733839,23.9710764579,12.5416012889,2.55072506841,12.6070724246,307,159.200647249,5131.31067961
1,130850,3394,449,92.8696511202,16.5384838869,2.54804761537,0.100503358535,3.036687975,355,102.573002755,10481.7355372,1294,431,44,0.555204167947,0.100503358535,0.100503358535,0.100503358535,0.595962080709,2,836.0,11447.5
0,5941,1615,278,39.5895711782,3.86645307842,1.51595307118,0.100503358535,1.28169076292,116,63.9915254237,2503.94915254,206818,15196,2513,15.2101079964,4.31465898754,0.100503358535,0.100503358535,0.100503358535,69,321.188405797,17454.115942
0,1043,81,40,2.71828133782,0.932457738124,0.100503358535,0.100503358535,0.100503358535,10,21.5,1412.3,1097135,830,10591,73.1656773765,19.8983664028,0.100503358535,0.100503358535,0.351840143871,288,13.7098976109,762.614334471
0,5039,1159,97,27.9277350494,13.8868415869,3.27665695379,1.57896286586,4.73134230189,85,248.305882353,4350.31764706,424,884,6,0.268640569815,0.100503358535,0.595962080709,0.100503358535,0.860251686434,1,2.0,499.0
1,541611,2140,10406,2418.36985923,981.459888729,13.9255848212,0.100503358535,32.9730239162,8550,59.1202267994,4861.41090025,5501,5908,400,7.19638941016,2.63572286638,1.7722887831,0.341936471695,0.825192942216,28,86.3214285714,1704.92857143
0,598,600,11,12.5329763908,0.100503358535,3.06958411478,0.100503358535,2.76476208366,30,53.6363636364,1453.63636364,480412,11948,16294,1795.52554643,685.575043835,4.53498744385,1.31814022265,15.8259155715,6867,60.8146619217,2695.61252669
1,9542820,2069,17897,4336.3582863,668.570800935,7.37699596965,1.83838072076,3.1136251344,12252,16.3851384167,3413.41185041,130878,5409,378,14.4416640637,5.67375398189,0.875213637725,0.100503358535,26.1918930322,51,18.9019607843,4006.68627451
0,627949,150866,6820,246.40384554,74.7054295201,21.2609389965,1.32068103422,15.2780657745,683,235.787264834,11977.0434153,58090,6,2963,98.9542408593,27.7975963377,0.796262414086,0.332423043719,0.332423043719,430,241.68045977,8490.30114943
1,5342840,33401,19715,173636.23895,52349.6742074,11.408839373,1.65290020303,13.4852657683,213718,5.34820264309,1230.51278079,470926,322,7095,1005.88841255,440.824681207,6.19692941619,2.89766623771,17.971280338,3999,39.0667986145,2468.15141019
1,2260661,233,12680,13580.6294376,1883.09001537,27.1828015928,13.098383319,18.3497218154,35645,16.8700174752,2092.42004383,138235,780,1415,267.436511255,128.707882764,32.381551153,3.49534266799,26.6084698024,852,27.4785631518,4345.21668598
0,176,77,5,0.100503358535,0.100503358535,0.337131952744,0.100503358535,0.337131952744,0,0.0,0.0,1856,1533,87,0.966980568712,0.306073458935,0.35694329868,0.100503358535,0.608280084017,3,324.333333333,4209.66666667
0,871652,140,13838,133.213344879,56.0277473134,2.62255029053,1.12116022334,2.62255029053,562,135.158450704,5187.5,232753,320,7919,175.264776264,100.480819758,3.1084904768,1.61471682509,4.401918701,679,47.0969162996,2374.15565345
1,1481379,147521,15043,9902.07037931,5012.05587584,10.4384603887,0.100503358535,193.072418229,28564,10.9641442568,1035.95549302,750,997,29,2.29246451263,0.312365990981,5.135357861,2.03245873951,4.4231557936,11,192.363636364,3855.72727273
0,282305,2114,1664,38.8128094277,14.1610399443,7.51889890331,0.837941584862,5.01017874742,168,379.311764706,32020.8117647,242529,7561,3702,242.63363551,106.676389127,7.19833043932,2.04051108512,10.073921354,894,63.0989988877,8653.06562848
0,5941,1615,278,39.5895711782,3.86645307842,1.51595307118,0.100503358535,1.28169076292,116,63.9915254237,2503.94915254,671,215,17,0.354378899279,0.100503358535,0.100503358535,0.100503358535,0.100503358535,1,1.0,148.0
0,1209835,3,12226,86.8200838396,18.4581095795,0.100503358535,0.100503358535,0.100503358535,390,36.5255102041,2729.60969388,117913,1299,9950,189.755229794,67.3102230393,11.2948306946,2.56726916744,10.9337661034,791,185.542032622,5535.93977415
0,112,243,5,1.4451735361,0.100503358535,0.100503358535,0.100503358535,0.603176929208,5,96.6,1414.2,254,341,9,6.52579240758,1.15797523754,1.33289795965,0.351840143871,1.56716026791,21,74.3333333333,2138.23809524
0,28613,3557,9,0.75143425077,0.295998478572,0.100503358535,0.100503358535,0.100503358535,3,2.66666666667,218.333333333,266407,1592,6734,660.897263062,297.090332679,28.2579999628,0.839682343383,20.7226649911,2376,66.3959899749,2706.10818713
1,232753,320,7919,175.264776264,100.480819758,3.1084904768,1.61471682509,4.401918701,679,47.0969162996,2374.15565345,102116,293,970,1729.45163398,763.659739323,30.8299766589,8.56836692169,93.3115713274,4067,12.3102694829,1636.37970381
1,232753,320,7919,175.264776264,100.480819758,3.1084904768,1.61471682509,4.401918701,679,47.0969162996,2374.15565345,71597,44262,1437,10.4035634589,3.36535463966,0.591205606947,0.100503358535,5.0745674068,47,72.1063829787,2146.89361702
1,96531,87,363,81.5617342573,43.3214649545,6.59024510976,2.3391332378,12.0896446122,296,9.20875420875,2112.07407407,794,479,8,0.306073458935,0.306073458935,0.100503358535,0.100503358535,1.62198088723,1,49.0,4969.0
0,356712,2070,2804,24.8239103521,4.46812603418,2.14440635704,0.605766716163,1.62703890732,92,258.255319149,8133.0,508213,554,16338,3619.31076978,878.310233803,7.82867570173,2.26757425945,23.6213238573,12453,47.6179080824,2314.93335975
0,2696,1718,20,4.23705175388,0.321056671521,0.586102452138,0.100503358535,0.837439237474,18,84.9444444444,2656.88888889,71597,44262,1437,10.4035634589,3.36535463966,0.591205606947,0.100503358535,5.0745674068,47,72.1063829787,2146.89361702
0,4760,425,96,5.0119622628,1.40789589748,0.100503358535,0.100503358535,0.100503358535,22,3.0,277.590909091,871652,140,13838,133.213344879,56.0277473134,2.62255029053,1.12116022334,2.62255029053,562,135.158450704,5187.5
0,11427,1951,1069,31.2018970657,9.46773932115,12.7086399663,1.09142538088,16.9942186851,126,322.842519685,6522.99212598,2256591,735,22670,488.964332631,211.425789685,0.865711164193,0.36479296426,0.847756741777,1917,41.4878301398,3843.37648887
1,392738,9364,3354,258.523923974,124.471540448,7.4713396256,0.595962080709,10.999133619,973,41.0162107396,3042.89260385,48711,22845,932,61.9248042388,18.5789010899,0.100503358535,0.100503358535,0.100503358535,229,80.3433476395,4431.68240343
0,1404323,563,20057,967.720641729,579.431127684,4.47379849183,0.805680232136,6.24180594033,4027,57.6438389197,3201.29370629,3764,703,222,5.2706205371,1.6011585692,2.33833256056,0.100503358535,1.59653867023,18,139.444444444,4573.88888889
0,671,215,17,0.354378899279,0.100503358535,0.100503358535,0.100503358535,0.100503358535,1,1.0,148.0,9093,672,457,11.1220209346,2.81352304477,15.1659349125,2.53866717594,7.01675925031,36,123.138888889,4708.16666667
0,163145,906,4475,182.175568401,78.0432023746,11.6076680412,3.59001979003,9.60515452068,688,82.9386590585,1809.65049929,220242,357,1062,452.547280711,140.0075344,13.439022061,3.04369326436,13.6479820066,1796,13.6619178082,1375.80767123
0,16978,6715,451,0.332423043719,0.100503358535,0.100503358535,0.100503358535,3.34299851074,1,130.0,2874.0,3638,3341,85,2.79357720107,1.40270262958,2.59408926769,0.598150193501,3.80214341589,11,9.41666666667,489.083333333
1,224146,272,6190,56.7252801893,11.8540570388,0.100503358535,0.100503358535,5.7829787543,211,54.9252336449,7211.6635514,9512,12,213,52.1670684554,23.1822884278,0.362150068203,0.100503358535,6.80604525921,195,11.6785714286,564.040816327
1,1352348,331,15647,19129.8486618,14552.7339915,2.06541803294,0.580955253724,16.2815024995,52580,3.09244769678,597.563636364,15385,673,747,55.9935458813,22.3219449455,6.94623325492,0.341936471695,6.50397747795,202,152.495098039,3286.61764706
1,4491415,756,29876,4499.99625119,2206.57189762,26.9669247433,12.6282827226,29.0698219532,16646,22.7477263271,2206.42073352,127,106,4,1.09377244313,0.100503358535,0.367462556237,0.100503358535,0.623902496382,5,105.4,1190.0
0,78083,679,3680,165.594483553,89.1431564125,5.18626684479,2.4168313702,7.17936378545,682,82.9869565217,3777.76666667,143101,128686,8742,874.212873202,347.630667262,4.49847061965,0.100503358535,34.9779777238,2767,105.734781061,5276.96262015
0,49326,42259,1446,0.452339900339,0.275537618025,0.100503358535,0.100503358535,0.100503358535,2,43.0,1651.5,2273871,4524,11946,6782.40533805,2944.52424508,12.9557232877,2.79186097666,66.2062083002,21678,6.8593643121,1113.2020156
0,444,155,14,0.100503358535,0.100503358535,0.349326776018,0.100503358535,0.349326776018,0,0.0,0.0,1259676,337,6109,908.649321529,211.33367097,12.0217812214,7.5656429402,12.7923814521,3366,10.0486660803,1326.84286133
0,58090,6,2963,98.9542408593,27.7975963377,0.796262414086,0.332423043719,0.332423043719,430,241.68045977,8490.30114943,1525260,747,41582,3316.25953264,1401.93976746,8.25713596151,6.55835573121,22.4431911187,12203,57.9573283859,2352.64733403
1,5922518,483,7594,65758.403536,32054.0555967,1.61241011026,0.100503358535,2.63160675438,187674,6.01569385268,1199.63681206,7147,737,112,2.33298972668,0.714556340145,0.862129980767,0.100503358535,1.35758870294,11,13.2727272727,520.181818182
1,480412,11948,16294,1795.52554643,685.575043835,4.53498744385,1.31814022265,15.8259155715,6867,60.8146619217,2695.61252669,823481,2667,13252,87.6076556937,28.673226189,6.65494590001,2.61579420283,5.04874777935,351,58.414084507,3523.25070423
1,8168488,76,25928,2821.69423405,787.511274161,2.60521066322,0.583369584856,2.38168711194,9896,11.9771359807,2056.46159246,1607541,93,9876,389.533119657,217.628442156,0.359533601106,0.100503358535,0.84979013175,1706,9.97903319744,774.39895166
1,7554,1711,181,21.6018659681,3.58166112737,6.76465704261,1.11972669857,4.56324632433,85,48.5,1993.62790698,2403,1,75,40.2365533557,31.4587083471,51.6200048428,0.100503358535,42.6304263082,147,10.0272108844,1486.30612245
1,580544,2799,7371,296.978205315,135.831428625,15.0330256841,4.80717981227,8.26206312673,1201,87.1837748344,3547.78228477,5941,1615,278,39.5895711782,3.86645307842,1.51595307118,0.100503358535,1.28169076292,116,63.9915254237,2503.94915254
0,119001,119704,2266,63.6032615837,17.010681516,11.2328519009,0.100503358535,6.62889672446,206,167.913043478,6161.9178744,6225470,381,40506,16532.6022598,9816.44753602,6.29239324496,4.34021153543,11.8868730892,61842,10.2978307226,1115.07743984
0,1354,375,22,12.8553419711,6.21419954429,3.22660050518,1.53788353919,3.25145647592,35,43.3142857143,1991.17142857,48777,858,1236,247.238745401,74.1034922474,3.03169565479,1.81674611367,21.1756960799,997,32.9027777778,1871.07142857
1,4189,2094,187,6.69736553572,1.42567842413,4.48360723968,1.33295457456,3.77355341475,29,79.2068965517,2846.79310345,3525,3115,131,0.100503358535,0.100503358535,0.100503358535,0.100503358535,0.100503358535,0,0.0,0.0
1,4491415,756,29876,4499.99625119,2206.57189762,26.9669247433,12.6282827226,29.0698219532,16646,22.7477263271,2206.42073352,224146,272,6190,56.7252801893,11.8540570388,0.100503358535,0.100503358535,5.7829787543,211,54.9252336449,7211.6635514
1,657,501,59,0.527272304832,0.100503358535,0.100503358535,0.100503358535,0.100503358535,2,313.5,3283.5,1393,266,49,11.4793651371,2.5125562973,1.10856621164,0.35694329868,2.09417842615,46,64.1086956522,1198.43478261
1,120772,468,6248,660.384085815,145.539331294,5.02997588997,2.31389014514,6.30511611846,2302,60.5965884861,2013.16460554,17842623,46964,90405,16377.1728978,5728.95895108,0.362150068203,0.100503358535,1.60824805844,61013,10.5740387849,1376.61833235
0,49326,42259,1446,0.452339900339,0.275537618025,0.100503358535,0.100503358535,0.100503358535,2,43.0,1651.5,71597,44262,1437,10.4035634589,3.36535463966,0.591205606947,0.100503358535,5.0745674068,47,72.1063829787,2146.89361702
1,138235,780,1415,267.436511255,128.707882764,32.381551153,3.49534266799,26.6084698024,852,27.4785631518,4345.21668598,173872,2804,16328,346.547498255,85.7971306975,6.81297388377,1.33791522607,7.57468668763,1323,268.13298272,9307.21487603
0,22464,4513,2084,42.8500346553,6.38797402058,9.11474463384,0.601724864503,9.19178606634,151,187.594771242,2415.8496732,255630,385,3913,68.974464744,32.9229057064,1.98645715626,0.100503358535,1.75219484799,303,52.2275641026,1634.25641026
1,67736,30523,1948,48.7654171991,14.0291133209,12.2462332026,0.100503358535,9.00010370921,190,153.703125,4391.67708333,5501,5908,400,7.19638941016,2.63572286638,1.7722887831,0.341936471695,0.825192942216,28,86.3214285714,1704.92857143
0,128305,213,942,140.038427023,77.7520497721,2.14953593034,0.100503358535,19.4340698837,466,29.9936440678,1643.37923729,196692,2339,4626,710.749099844,310.219722086,9.73509730456,5.09267581661,17.02822609,2689,39.5568971826,2039.9582876
0,11147,1500,474,40.5925124122,5.92300880671,19.6480644548,1.86176520715,12.2610292136,128,107.431818182,2481.13636364,131920,364,6974,651.765133792,170.153144385,4.80191984295,0.341936471695,7.05404416267,2335,59.5890063425,1840.8744186
1,70651,1529,3493,119.252113283,26.7563556049,6.51534752447,2.07713156866,5.50262896386,485,333.796334012,11893.9144603,12546,781,635,23.8953271754,9.018798513,1.82793239004,0.847199829324,2.29300380833,104,149.676190476,6654.81904762
0,501043,3289,6694,307.805391227,72.5250702042,2.10364411311,0.604091150446,2.83240137645,1093,70.6588021779,4390.37931034,364,927,6,0.551680477817,0.310247364657,0.834980862738,0.339522140564,0.832590674918,2,1.5,122.0
0,25360,20872,461,1.48259322545,0.716815998035,1.08365421195,1.08365421195,2.53274438183,7,228.571428571,9940.71428571,723800,328,7257,1695.43019461,317.463664979,3.5810568194,1.85822627025,6.48408594887,5210,13.5984877127,1336.21361059
1,804394,1370,15143,6881.48299573,5013.64229512,22.683131263,2.38553797354,18.4209811988,23958,21.3249876868,1413.82539813,5941,1615,278,39.5895711782,3.86645307842,1.51595307118,0.100503358535,1.28169076292,116,63.9915254237,2503.94915254
0,504004,3109,12772,311.8003107,142.633228932,4.4860901625,1.04940792319,4.8068233239,1280,48.5328185328,1554.48957529,864557,7352,19561,5744.73281891,5311.50720366,14.2957902199,0.351840143871,14.7637491918,3641,65.8732620321,3279.47967914
1,1834007,773,30622,1674.26690878,388.426427249,29.3318518028,7.30829344579,17.6597096249,6261,53.22601447,2662.89477823,1294,431,44,0.555204167947,0.100503358535,0.100503358535,0.100503358535,0.595962080709,2,836.0,11447.5
0,404679,3866,7149,89.0150487336,10.4367800398,14.1894824157,0.830095012363,8.07089836465,322,250.058282209,7562.35276074,263614,759,8805,110.410259905,26.5571232737,1.62383379401,0.100503358535,1.11862146793,454,96.0435729847,2606.67973856
1,10270,5625,608,74.5379654876,34.7487061203,0.100503358535,0.100503358535,3.31864525418,226,73.3744493392,4133.12334802,242529,7561,3702,242.63363551,106.676389127,7.19833043932,2.04051108512,10.073921354,894,63.0989988877,8653.06562848
0,221,285,3,1.98866896125,0.290192078012,0.337131952744,0.100503358535,0.337131952744,9,0.777777777778,145.222222222,429,338,9,2.44001223538,0.310247364657,1.0650082206,0.100503358535,2.04320748801,7,20.0,3907.0
1,486540,260467,6755,94.8866178462,52.6131963873,0.100503358535,0.100503358535,6.56615054389,383,91.4871794872,2714.73589744,6028,91,756,20.2490074809,4.03762595265,8.07749784925,2.1520228797,7.37487557429,79,175.708860759,2820.96202532
0,254,534,1,3.45364851658,0.277305640849,0.810484751088,0.341936471695,1.27666674454,12,6.75,573.916666667,39262,848,1610,40.4950207027,8.9436069153,3.22767690032,0.564342728903,1.07032070863,163,132.030674847,2931.51533742
0,206818,15196,2513,15.2101079964,4.31465898754,0.100503358535,0.100503358535,0.100503358535,69,321.188405797,17454.115942,1259676,337,6109,908.649321529,211.33367097,12.0217812214,7.5656429402,12.7923814521,3366,10.0486660803,1326.84286133
1,53678,1751,496,191.438869699,62.7249449229,0.100503358535,0.100503358535,0.100503358535,599,15.1765676568,3087.46369637,10270,5625,608,74.5379654876,34.7487061203,0.100503358535,0.100503358535,3.31864525418,226,73.3744493392,4133.12334802
1,10693,935,12,0.634421753939,0.367462556237,0.367462556237,0.100503358535,0.367462556237,2,50.5,3452.5,4557,82,167,7.33762616485,4.39749731434,0.100503358535,0.100503358535,2.09201695773,25,12.44,398.76
1,298668,551,6209,493.256379358,206.660552171,4.11521228104,0.854539102098,3.07546280949,2021,75.9700980392,3865.44656863,504004,3109,12772,311.8003107,142.633228932,4.4860901625,1.04940792319,4.8068233239,1280,48.5328185328,1554.48957529
1,462071,331717,890,201.098430037,136.251577298,0.100503358535,0.100503358535,0.100503358535,728,24.6338797814,2543.06010929,655,562,33,1.15136320173,0.100503358535,0.573760546952,0.100503358535,0.569051637927,2,10.0,602.5
0,3106,3232,47,4.12499754996,2.57111280087,0.100503358535,0.100503358535,1.10906797863,17,5.0,531.944444444,143101,128686,8742,874.212873202,347.630667262,4.49847061965,0.100503358535,34.9779777238,2767,105.734781061,5276.96262015
1,9542820,2069,17897,4336.3582863,668.570800935,7.37699596965,1.83838072076,3.1136251344,12252,16.3851384167,3413.41185041,236123,858,2794,77.1935733839,23.9710764579,12.5416012889,2.55072506841,12.6070724246,307,159.200647249,5131.31067961
1,488553,38857,6666,44.9295850425,5.14356577277,2.29966575197,0.571441825748,2.29727556415,170,396.432748538,14225.1754386,65264,956,2672,226.763549906,72.1454053207,3.78166453239,2.04793724216,3.0637191965,887,68.7081930415,1766.30751964
1,173872,2804,16328,346.547498255,85.7971306975,6.81297388377,1.33791522607,7.57468668763,1323,268.13298272,9307.21487603,1203,689,67,0.581003784219,0.581003784219,1.64278625943,0.100503358535,2.15315328734,2,0.5,317.5
1,78083,679,3680,165.594483553,89.1431564125,5.18626684479,2.4168313702,7.17936378545,682,82.9869565217,3777.76666667,493,74,16,0.100503358535,0.100503358535,0.100503358535,0.100503358535,0.595962080709,0,0.0,0.0
1,126738,779,4115,171.819555176,37.2942852658,4.41132266395,1.53022249247,4.20288258489,690,126.044159544,3627.96866097,223,168,9,0.349326776018,0.349326776018,0.100503358535,0.100503358535,0.100503358535,1,77.0,3047.0
0,1424824,338,6096,462.507298936,135.304121994,0.334765666801,0.334765666801,0.334765666801,1732,43.962307253,5992.77898344,6061284,24,41017,410.052992763,36.8037586228,0.100503358535,0.100503358535,0.100503358535,1716,21.0346620451,1734.6129405
0,2774790,20342,15836,5088.57716465,6.18308067892,0.810460607776,0.339522140564,1.08175730664,18549,4.78133906964,454.967894595,723800,328,7257,1695.43019461,317.463664979,3.5810568194,1.85822627025,6.48408594887,5210,13.5984877127,1336.21361059
0,488553,38857,6666,44.9295850425,5.14356577277,2.29966575197,0.571441825748,2.29727556415,170,396.432748538,14225.1754386,78083,679,3680,165.594483553,89.1431564125,5.18626684479,2.4168313702,7.17936378545,682,82.9869565217,3777.76666667
0,4189,2094,187,6.69736553572,1.42567842413,4.48360723968,1.33295457456,3.77355341475,29,79.2068965517,2846.79310345,2273871,4524,11946,6782.40533805,2944.52424508,12.9557232877,2.79186097666,66.2062083002,21678,6.8593643121,1113.2020156
0,20,7,2,7.69082373179,0.277305640849,1.33150797971,0.100503358535,2.83062680131,6,2.0,96.1666666667,739581,10723,1279,102.026750104,96.7713185484,1.53732181604,1.05435803853,3.46775398195,432,11.1916859122,966.193995381
0,4557,82,167,7.33762616485,4.39749731434,0.100503358535,0.100503358535,2.09201695773,25,12.44,398.76,9542820,2069,17897,4336.3582863,668.570800935,7.37699596965,1.83838072076,3.1136251344,12252,16.3851384167,3413.41185041
0,49326,42259,1446,0.452339900339,0.275537618025,0.100503358535,0.100503358535,0.100503358535,2,43.0,1651.5,405315,128127,6688,131.597627554,23.4538713842,7.38161250358,0.100503358535,7.40641623293,568,231.589160839,9587.66958042
